,state,date,h,cp
2986,MN,2020-07-25,2,1.0
2987,MN,2020-07-25,3,1.0
2988,MN,2020-08-01,0,1.0
2989,MN,2020-08-01,1,1.0
2990,MN,2020-08-01,2,1.0
2991,MN,2020-08-01,3,1.0
2992,MN,2020-08-08,0,1.0
2993,MN,2020-08-08,1,1.0
2994,MN,2020-08-08,2,1.0
2995,MN,2020-08-08,3,1.0
2996,MN,2020-08-15,0,0.0
2997,MN,2020-08-15,1,1.0
2998,MN,2020-08-15,2,1.0
2999,MN,2020-08-15,3,1.0
3000,MN,2020-08-22,0,1.0
3001,MN,2020-08-22,1,1.0
3002,MN,2020-08-22,2,1.0
3003,MN,2020-08-22,3,1.0
3004,MN,2020-08-29,0,1.0
3005,MN,2020-08-29,1,1.0
3006,MN,2020-08-29,2,1.0
3007,MN,2020-08-29,3,1.0
3008,MN,2020-09-05,0,1.0
3009,MN,2020-09-05,1,1.0
3010,MN,2020-09-05,2,1.0
3011,MN,2020-09-05,3,1.0
3012,MN,2020-09-12,0,1.0
3013,MN,2020-09-12,1,1.0
3014,MN,2020-09-12,2,1.0
3015,MN,2020-09-12,3,1.0
3016,MN,2020-09-19,0,1.0
3017,MN,2020-09-19,1,1.0
3018,MN,2020-09-19,2,1.0
3019,MN,2020-09-19,3,1.0
3020,MN,2020-09-26,0,1.0
3021,MN,2020-09-26,1,1.0
3022,MN,2020-09-26,2,1.0
3023,MN,2020-09-26,3,1.0
3024,MN,2020-10-03,0,1.0
3025,MN,2020-10-03,1,1.0
3026,MN,2020-10-03,2,1.0
3027,MN,2020-10-03,3,1.0
3028,MN,2020-10-10,0,1.0
3029,MN,2020-10-10,1,1.0
3030,MN,2020-10-10,2,1.0
3031,MN,2020-10-10,3,1.0
3032,MN,2020-10-17,0,1.0
3033,MN,2020-10-17,1,1.0
3034,MN,2020-10-17,2,1.0
3035,MN,2020-10-17,3,1.0
3036,MN,2020-10-24,0,1.0
3037,MN,2020-10-24,1,1.0
3038,MN,2020-10-24,2,1.0
3039,MN,2020-10-24,3,1.0
3040,MN,2020-10-31,0,1.0
3041,MN,2020-10-31,1,1.0
3042,MN,2020-10-31,2,1.0
3043,MN,2020-10-31,3,1.0
3044,MN,2020-11-07,0,1.0
3045,MN,2020-11-07,1,1.0
3046,MN,2020-11-07,2,1.0
3047,MN,2020-11-07,3,1.0
3048,MN,2020-11-14,0,1.0
3049,MN,2020-11-14,1,1.0
3050,MN,2020-11-14,2,1.0
3051,MN,2020-11-14,3,1.0
3052,MN,2020-11-21,0,1.0
3053,MN,2020-11-21,1,1.0
3054,MN,2020-11-21,2,1.0
3055,MN,2020-11-21,3,1.0
3056,MN,2020-11-28,0,1.0
3057,MN,2020-11-28,1,1.0
3058,MN,2020-11-28,2,1.0
3059,MN,2020-11-28,3,1.0
3060,MN,2020-12-05,0,1.0
3061,MN,2020-12-05,1,1.0
3062,MN,2020-12-05,2,1.0
3063,MN,2020-12-05,3,1.0
3064,MN,2020-12-12,0,1.0
3065,MN,2020-12-12,1,1.0
3066,MN,2020-12-12,2,1.0
3067,MN,2020-12-12,3,1.0
3068,MN,2020-12-19,0,1.0
3069,MN,2020-12-19,1,1.0
3070,MN,2020-12-19,2,1.0
3071,MN,2020-12-19,3,1.0
3072,MS,2020-05-16,0,1.0
3073,MS,2020-05-16,1,1.0
3074,MS,2020-05-16,2,1.0
3075,MS,2020-05-16,3,1.0
3076,MS,2020-05-23,0,1.0
3077,MS,2020-05-23,1,1.0
3078,MS,2020-05-23,2,1.0
3079,MS,2020-05-23,3,1.0
3080,MS,2020-05-30,0,1.0
3081,MS,2020-05-30,1,1.0
3082,MS,2020-05-30,2,1.0
3083,MS,2020-05-30,3,1.0
3084,MS,2020-06-06,0,1.0
3085,MS,2020-06-06,1,1.0
3086,MS,2020-06-06,2,1.0
3087,MS,2020-06-06,3,1.0
3088,MS,2020-06-13,0,1.0
3089,MS,2020-06-13,1,1.0
3090,MS,2020-06-13,2,1.0
3091,MS,2020-06-13,3,1.0
3092,MS,2020-06-20,0,0.0
3093,MS,2020-06-20,1,0.0
3094,MS,2020-06-20,2,0.0
3095,MS,2020-06-20,3,0.0
3096,MS,2020-06-27,0,1.0
3097,MS,2020-06-27,1,1.0
3098,MS,2020-06-27,2,1.0
3099,MS,2020-06-27,3,1.0
3100,MS,2020-07-04,0,1.0
3101,MS,2020-07-04,1,1.0
3102,MS,2020-07-04,2,1.0
3103,MS,2020-07-04,3,1.0
3104,MS,2020-07-11,0,1.0
3105,MS,2020-07-11,1,1.0
3106,MS,2020-07-11,2,1.0
3107,MS,2020-07-11,3,1.0
3108,MS,2020-07-18,0,1.0
3109,MS,2020-07-18,1,1.0
3110,MS,2020-07-18,2,1.0
3111,MS,2020-07-18,3,1.0
3112,MS,2020-07-25,0,1.0
3113,MS,2020-07-25,1,1.0
3114,MS,2020-07-25,2,1.0
3115,MS,2020-07-25,3,1.0
3116,MS,2020-08-01,0,1.0
3117,MS,2020-08-01,1,1.0
3118,MS,2020-08-01,2,1.0
3119,MS,2020-08-01,3,1.0
3120,MS,2020-08-08,0,1.0
3121,MS,2020-08-08,1,1.0
3122,MS,2020-08-08,2,1.0
3123,MS,2020-08-08,3,1.0
3124,MS,2020-08-15,0,1.0
3125,MS,2020-08-15,1,1.0
3126,MS,2020-08-15,2,1.0
3127,MS,2020-08-15,3,1.0
3128,MS,2020-08-22,0,1.0
3129,MS,2020-08-22,1,1.0
3130,MS,2020-08-22,2,1.0
3131,MS,2020-08-22,3,1.0
3132,MS,2020-08-29,0,1.0
3133,MS,2020-08-29,1,1.0
3134,MS,2020-08-29,2,1.0
3135,MS,2020-08-29,3,1.0
3136,MS,2020-09-05,0,1.0
3137,MS,2020-09-05,1,1.0
3138,MS,2020-09-05,2,1.0
3139,MS,2020-09-05,3,1.0
3140,MS,2020-09-12,0,1.0
3141,MS,2020-09-12,1,1.0
3142,MS,2020-09-12,2,1.0
3143,MS,2020-09-12,3,1.0
3144,MS,2020-09-19,0,1.0
3145,MS,2020-09-19,1,1.0
3146,MS,2020-09-19,2,1.0
3147,MS,2020-09-19,3,1.0
3148,MS,2020-09-26,0,1.0
3149,MS,2020-09-26,1,1.0
3150,MS,2020-09-26,2,1.0
3151,MS,2020-09-26,3,1.0
3152,MS,2020-10-03,0,1.0
3153,MS,2020-10-03,1,1.0
3154,MS,2020-10-03,2,1.0
3155,MS,2020-10-03,3,1.0
3156,MS,2020-10-10,0,1.0
3157,MS,2020-10-10,1,1.0
3158,MS,2020-10-10,2,1.0
3159,MS,2020-10-10,3,1.0
3160,MS,2020-10-17,0,1.0
3161,MS,2020-10-17,1,1.0
3162,MS,2020-10-17,2,1.0
3163,MS,2020-10-17,3,1.0
3164,MS,2020-10-24,0,1.0
3165,MS,2020-10-24,1,1.0
3166,MS,2020-10-24,2,1.0
3167,MS,2020-10-24,3,1.0
3168,MS,2020-10-31,0,1.0
3169,MS,2020-10-31,1,1.0
3170,MS,2020-10-31,2,1.0
3171,MS,2020-10-31,3,1.0
3172,MS,2020-11-07,0,1.0
3173,MS,2020-11-07,1,1.0
3174,MS,2020-11-07,2,1.0
3175,MS,2020-11-07,3,1.0
3176,MS,2020-11-14,0,1.0
3177,MS,2020-11-14,1,1.0
3178,MS,2020-11-14,2,1.0
3179,MS,2020-11-14,3,1.0
3180,MS,2020-11-21,0,1.0
3181,MS,2020-11-21,1,1.0
3182,MS,2020-11-21,2,1.0
3183,MS,2020-11-21,3,1.0
3184,MS,2020-11-28,0,1.0
3185,MS,2020-11-28,1,1.0
3186,MS,2020-11-28,2,1.0
3187,MS,2020-11-28,3,1.0
3188,MS,2020-12-05,0,1.0
3189,MS,2020-12-05,1,1.0
3190,MS,2020-12-05,2,1.0
3191,MS,2020-12-05,3,1.0
3192,MS,2020-12-12,0,1.0
3193,MS,2020-12-12,1,1.0
3194,MS,2020-12-12,2,1.0
3195,MS,2020-12-12,3,1.0
3196,MS,2020-12-19,0,1.0
3197,MS,2020-12-19,1,1.0
3198,MS,2020-12-19,2,1.0
3199,MS,2020-12-19,3,1.0
3200,MO,2020-05-16,0,1.0
3201,MO,2020-05-16,1,1.0
3202,MO,2020-05-16,2,1.0
3203,MO,2020-05-16,3,1.0
3204,MO,2020-05-23,0,1.0
3205,MO,2020-05-23,1,1.0
3206,MO,2020-05-23,2,1.0
3207,MO,2020-05-23,3,1.0
3208,MO,2020-05-30,0,1.0
3209,MO,2020-05-30,1,1.0
3210,MO,2020-05-30,2,1.0
3211,MO,2020-05-30,3,1.0
3212,MO,2020-06-06,0,1.0
3213,MO,2020-06-06,1,1.0
3214,MO,2020-06-06,2,1.0
3215,MO,2020-06-06,3,1.0
3216,MO,2020-06-13,0,1.0
3217,MO,2020-06-13,1,1.0
3218,MO,2020-06-13,2,1.0
3219,MO,2020-06-13,3,1.0
3220,MO,2020-06-20,0,0.0
3221,MO,2020-06-20,1,0.0
3222,MO,2020-06-20,2,1.0
3223,MO,2020-06-20,3,1.0
3224,MO,2020-06-27,0,1.0
3225,MO,2020-06-27,1,1.0
3226,MO,2020-06-27,2,1.0
3227,MO,2020-06-27,3,1.0
3228,MO,2020-07-04,0,1.0
3229,MO,2020-07-04,1,1.0
3230,MO,2020-07-04,2,1.0
3231,MO,2020-07-04,3,1.0
3232,MO,2020-07-11,0,1.0
3233,MO,2020-07-11,1,1.0
3234,MO,2020-07-11,2,1.0
3235,MO,2020-07-11,3,1.0
3236,MO,2020-07-18,0,1.0
3237,MO,2020-07-18,1,1.0
3238,MO,2020-07-18,2,1.0
3239,MO,2020-07-18,3,1.0
3240,MO,2020-07-25,0,1.0
3241,MO,2020-07-25,1,1.0
3242,MO,2020-07-25,2,1.0
3243,MO,2020-07-25,3,1.0
3244,MO,2020-08-01,0,0.0
3245,MO,2020-08-01,1,0.0
3246,MO,2020-08-01,2,1.0
3247,MO,2020-08-01,3,1.0
3248,MO,2020-08-08,0,1.0
3249,MO,2020-08-08,1,1.0
3250,MO,2020-08-08,2,1.0
3251,MO,2020-08-08,3,1.0
3252,MO,2020-08-15,0,1.0
3253,MO,2020-08-15,1,1.0
3254,MO,2020-08-15,2,1.0
3255,MO,2020-08-15,3,1.0
3256,MO,2020-08-22,0,1.0
3257,MO,2020-08-22,1,1.0
3258,MO,2020-08-22,2,1.0
3259,MO,2020-08-22,3,1.0
3260,MO,2020-08-29,0,1.0
3261,MO,2020-08-29,1,1.0
3262,MO,2020-08-29,2,1.0
3263,MO,2020-08-29,3,1.0
3264,MO,2020-09-05,0,0.0
3265,MO,2020-09-05,1,1.0
3266,MO,2020-09-05,2,1.0
3267,MO,2020-09-05,3,1.0
3268,MO,2020-09-12,0,1.0
3269,MO,2020-09-12,1,1.0
3270,MO,2020-09-12,2,1.0
3271,MO,2020-09-12,3,1.0
3272,MO,2020-09-19,0,1.0
3273,MO,2020-09-19,1,1.0
3274,MO,2020-09-19,2,1.0
3275,MO,2020-09-19,3,1.0
3276,MO,2020-09-26,0,1.0
3277,MO,2020-09-26,1,1.0
3278,MO,2020-09-26,2,1.0
3279,MO,2020-09-26,3,1.0
3280,MO,2020-10-03,0,1.0
3281,MO,2020-10-03,1,1.0
3282,MO,2020-10-03,2,1.0
3283,MO,2020-10-03,3,1.0
3284,MO,2020-10-10,0,1.0
3285,MO,2020-10-10,1,1.0
3286,MO,2020-10-10,2,1.0
3287,MO,2020-10-10,3,1.0
3288,MO,2020-10-17,0,1.0
3289,MO,2020-10-17,1,1.0
3290,MO,2020-10-17,2,1.0
3291,MO,2020-10-17,3,1.0
3292,MO,2020-10-24,0,1.0
3293,MO,2020-10-24,1,1.0
3294,MO,2020-10-24,2,1.0
3295,MO,2020-10-24,3,1.0
3296,MO,2020-10-31,0,1.0
3297,MO,2020-10-31,1,1.0
3298,MO,2020-10-31,2,1.0
3299,MO,2020-10-31,3,1.0
3300,MO,2020-11-07,0,1.0
3301,MO,2020-11-07,1,1.0
3302,MO,2020-11-07,2,1.0
3303,MO,2020-11-07,3,1.0
3304,MO,2020-11-14,0,1.0
3305,MO,2020-11-14,1,1.0
3306,MO,2020-11-14,2,1.0
3307,MO,2020-11-14,3,1.0
3308,MO,2020-11-21,0,1.0
3309,MO,2020-11-21,1,1.0
3310,MO,2020-11-21,2,1.0
3311,MO,2020-11-21,3,1.0
3312,MO,2020-11-28,0,1.0
3313,MO,2020-11-28,1,1.0
3314,MO,2020-11-28,2,1.0
3315,MO,2020-11-28,3,1.0
3316,MO,2020-12-05,0,1.0
3317,MO,2020-12-05,1,1.0
3318,MO,2020-12-05,2,1.0
3319,MO,2020-12-05,3,1.0
3320,MO,2020-12-12,0,1.0
3321,MO,2020-12-12,1,1.0
3322,MO,2020-12-12,2,1.0
3323,MO,2020-12-12,3,1.0
3324,MO,2020-12-19,0,1.0
3325,MO,2020-12-19,1,1.0
3326,MO,2020-12-19,2,1.0
3327,MO,2020-12-19,3,1.0
3328,MT,2020-05-16,0,0.0
3329,MT,2020-05-16,1,0.0
3330,MT,2020-05-16,2,0.0
3331,MT,2020-05-16,3,0.0
3332,MT,2020-05-23,0,0.0
3333,MT,2020-05-23,1,0.0
3334,MT,2020-05-23,2,0.0
3335,MT,2020-05-23,3,1.0
3336,MT,2020-05-30,0,0.0
3337,MT,2020-05-30,1,0.0
3338,MT,2020-05-30,2,0.0
3339,MT,2020-05-30,3,0.0
3340,MT,2020-06-06,0,0.0
3341,MT,2020-06-06,1,0.0
3342,MT,2020-06-06,2,0.0
3343,MT,2020-06-06,3,0.0
3344,MT,2020-06-13,0,0.0
3345,MT,2020-06-13,1,0.0
3346,MT,2020-06-13,2,0.0
3347,MT,2020-06-13,3,1.0
3348,MT,2020-06-20,0,0.0
3349,MT,2020-06-20,1,0.0
3350,MT,2020-06-20,2,1.0
3351,MT,2020-06-20,3,1.0
3352,MT,2020-06-27,0,0.0
3353,MT,2020-06-27,1,1.0
3354,MT,2020-06-27,2,1.0
3355,MT,2020-06-27,3,1.0
3356,MT,2020-07-04,0,0.0
3357,MT,2020-07-04,1,1.0
3358,MT,2020-07-04,2,1.0
3359,MT,2020-07-04,3,1.0
3360,MT,2020-07-11,0,0.0
3361,MT,2020-07-11,1,0.0
3362,MT,2020-07-11,2,1.0
3363,MT,2020-07-11,3,1.0
3364,MT,2020-07-18,0,0.0
3365,MT,2020-07-18,1,1.0
3366,MT,2020-07-18,2,1.0
3367,MT,2020-07-18,3,1.0
3368,MT,2020-07-25,0,1.0
3369,MT,2020-07-25,1,1.0
3370,MT,2020-07-25,2,1.0
3371,MT,2020-07-25,3,1.0
3372,MT,2020-08-01,0,0.0
3373,MT,2020-08-01,1,0.0
3374,MT,2020-08-01,2,1.0
3375,MT,2020-08-01,3,1.0
3376,MT,2020-08-08,0,0.0
3377,MT,2020-08-08,1,0.0
3378,MT,2020-08-08,2,1.0
3379,MT,2020-08-08,3,1.0
3380,MT,2020-08-15,0,1.0
3381,MT,2020-08-15,1,1.0
3382,MT,2020-08-15,2,1.0
3383,MT,2020-08-15,3,1.0
3384,MT,2020-08-22,0,1.0
3385,MT,2020-08-22,1,1.0
3386,MT,2020-08-22,2,1.0
3387,MT,2020-08-22,3,1.0
3388,MT,2020-08-29,0,1.0
3389,MT,2020-08-29,1,1.0
3390,MT,2020-08-29,2,1.0
3391,MT,2020-08-29,3,1.0
3392,MT,2020-09-05,0,1.0
3393,MT,2020-09-05,1,1.0
3394,MT,2020-09-05,2,1.0
3395,MT,2020-09-05,3,1.0
3396,MT,2020-09-12,0,1.0
3397,MT,2020-09-12,1,1.0
3398,MT,2020-09-12,2,1.0
3399,MT,2020-09-12,3,1.0
3400,MT,2020-09-19,0,0.0
3401,MT,2020-09-19,1,0.0
3402,MT,2020-09-19,2,1.0
3403,MT,2020-09-19,3,1.0
3404,MT,2020-09-26,0,1.0
3405,MT,2020-09-26,1,1.0
3406,MT,2020-09-26,2,1.0
3407,MT,2020-09-26,3,1.0
3408,MT,2020-10-03,0,1.0
3409,MT,2020-10-03,1,1.0
3410,MT,2020-10-03,2,1.0
3411,MT,2020-10-03,3,1.0
3412,MT,2020-10-10,0,1.0
3413,MT,2020-10-10,1,1.0
3414,MT,2020-10-10,2,1.0
3415,MT,2020-10-10,3,1.0
3416,MT,2020-10-17,0,1.0
3417,MT,2020-10-17,1,1.0
3418,MT,2020-10-17,2,1.0
3419,MT,2020-10-17,3,1.0
3420,MT,2020-10-24,0,1.0
3421,MT,2020-10-24,1,1.0
3422,MT,2020-10-24,2,1.0
3423,MT,2020-10-24,3,1.0
3424,MT,2020-10-31,0,1.0
3425,MT,2020-10-31,1,1.0
3426,MT,2020-10-31,2,1.0
3427,MT,2020-10-31,3,1.0
3428,MT,2020-11-07,0,1.0
3429,MT,2020-11-07,1,1.0
3430,MT,2020-11-07,2,1.0
3431,MT,2020-11-07,3,1.0
3432,MT,2020-11-14,0,1.0
3433,MT,2020-11-14,1,1.0
3434,MT,2020-11-14,2,1.0
3435,MT,2020-11-14,3,1.0
3436,MT,2020-11-21,0,1.0
3437,MT,2020-11-21,1,1.0
3438,MT,2020-11-21,2,1.0
3439,MT,2020-11-21,3,1.0
3440,MT,2020-11-28,0,1.0
3441,MT,2020-11-28,1,1.0
3442,MT,2020-11-28,2,1.0
3443,MT,2020-11-28,3,1.0
3444,MT,2020-12-05,0,1.0
3445,MT,2020-12-05,1,1.0
3446,MT,2020-12-05,2,1.0
3447,MT,2020-12-05,3,1.0
3448,MT,2020-12-12,0,1.0
3449,MT,2020-12-12,1,1.0
3450,MT,2020-12-12,2,1.0
3451,MT,2020-12-12,3,1.0
3452,MT,2020-12-19,0,1.0
3453,MT,2020-12-19,1,1.0
3454,MT,2020-12-19,2,1.0
3455,MT,2020-12-19,3,1.0
3456,NE,2020-05-16,0,1.0
3457,NE,2020-05-16,1,1.0
3458,NE,2020-05-16,2,1.0
3459,NE,2020-05-16,3,1.0
3460,NE,2020-05-23,0,1.0
3461,NE,2020-05-23,1,1.0
3462,NE,2020-05-23,2,1.0
3463,NE,2020-05-23,3,1.0
3464,NE,2020-05-30,0,1.0
3465,NE,2020-05-30,1,1.0
3466,NE,2020-05-30,2,1.0
3467,NE,2020-05-30,3,1.0
3468,NE,2020-06-06,0,1.0
3469,NE,2020-06-06,1,1.0
3470,NE,2020-06-06,2,1.0
3471,NE,2020-06-06,3,1.0
3472,NE,2020-06-13,0,1.0
3473,NE,2020-06-13,1,1.0
3474,NE,2020-06-13,2,1.0
3475,NE,2020-06-13,3,1.0
3476,NE,2020-06-20,0,1.0
3477,NE,2020-06-20,1,1.0
3478,NE,2020-06-20,2,0.0
3479,NE,2020-06-20,3,1.0
3480,NE,2020-06-27,0,1.0
3481,NE,2020-06-27,1,0.0
3482,NE,2020-06-27,2,1.0
3483,NE,2020-06-27,3,1.0
3484,NE,2020-07-04,0,0.0
3485,NE,2020-07-04,1,1.0
3486,NE,2020-07-04,2,1.0
3487,NE,2020-07-04,3,1.0
3488,NE,2020-07-11,0,1.0
3489,NE,2020-07-11,1,1.0
3490,NE,2020-07-11,2,1.0
3491,NE,2020-07-11,3,1.0
3492,NE,2020-07-18,0,1.0
3493,NE,2020-07-18,1,1.0
3494,NE,2020-07-18,2,1.0
3495,NE,2020-07-18,3,1.0
3496,NE,2020-07-25,0,1.0
3497,NE,2020-07-25,1,1.0
3498,NE,2020-07-25,2,1.0
3499,NE,2020-07-25,3,1.0
3500,NE,2020-08-01,0,1.0
3501,NE,2020-08-01,1,1.0
3502,NE,2020-08-01,2,1.0
3503,NE,2020-08-01,3,1.0
3504,NE,2020-08-08,0,1.0
3505,NE,2020-08-08,1,1.0
3506,NE,2020-08-08,2,1.0
3507,NE,2020-08-08,3,1.0
3508,NE,2020-08-15,0,1.0
3509,NE,2020-08-15,1,1.0
3510,NE,2020-08-15,2,1.0
3511,NE,2020-08-15,3,1.0
3512,NE,2020-08-22,0,1.0
3513,NE,2020-08-22,1,1.0
3514,NE,2020-08-22,2,1.0
3515,NE,2020-08-22,3,1.0
3516,NE,2020-08-29,0,1.0
3517,NE,2020-08-29,1,1.0
3518,NE,2020-08-29,2,1.0
3519,NE,2020-08-29,3,1.0
3520,NE,2020-09-05,0,1.0
3521,NE,2020-09-05,1,1.0
3522,NE,2020-09-05,2,1.0
3523,NE,2020-09-05,3,1.0
3524,NE,2020-09-12,0,0.0
3525,NE,2020-09-12,1,1.0
3526,NE,2020-09-12,2,1.0
3527,NE,2020-09-12,3,1.0
3528,NE,2020-09-19,0,1.0
3529,NE,2020-09-19,1,1.0
3530,NE,2020-09-19,2,1.0
3531,NE,2020-09-19,3,1.0
3532,NE,2020-09-26,0,1.0
3533,NE,2020-09-26,1,1.0
3534,NE,2020-09-26,2,1.0
3535,NE,2020-09-26,3,1.0
3536,NE,2020-10-03,0,1.0
3537,NE,2020-10-03,1,1.0
3538,NE,2020-10-03,2,1.0
3539,NE,2020-10-03,3,1.0
3540,NE,2020-10-10,0,1.0
3541,NE,2020-10-10,1,1.0
3542,NE,2020-10-10,2,1.0
3543,NE,2020-10-10,3,1.0
3544,NE,2020-10-17,0,1.0
3545,NE,2020-10-17,1,1.0
3546,NE,2020-10-17,2,1.0
3547,NE,2020-10-17,3,1.0
3548,NE,2020-10-24,0,1.0
3549,NE,2020-10-24,1,1.0
3550,NE,2020-10-24,2,1.0
3551,NE,2020-10-24,3,1.0
3552,NE,2020-10-31,0,1.0
3553,NE,2020-10-31,1,1.0
3554,NE,2020-10-31,2,1.0
3555,NE,2020-10-31,3,1.0
3556,NE,2020-11-07,0,1.0
3557,NE,2020-11-07,1,1.0
3558,NE,2020-11-07,2,1.0
3559,NE,2020-11-07,3,1.0
3560,NE,2020-11-14,0,1.0
3561,NE,2020-11-14,1,1.0
3562,NE,2020-11-14,2,1.0
3563,NE,2020-11-14,3,1.0
3564,NE,2020-11-21,0,1.0
3565,NE,2020-11-21,1,1.0
3566,NE,2020-11-21,2,1.0
3567,NE,2020-11-21,3,1.0
3568,NE,2020-11-28,0,1.0
3569,NE,2020-11-28,1,1.0
3570,NE,2020-11-28,2,1.0
3571,NE,2020-11-28,3,1.0
3572,NE,2020-12-05,0,1.0
3573,NE,2020-12-05,1,1.0
3574,NE,2020-12-05,2,1.0
3575,NE,2020-12-05,3,1.0
3576,NE,2020-12-12,0,1.0
3577,NE,2020-12-12,1,1.0
3578,NE,2020-12-12,2,1.0
3579,NE,2020-12-12,3,1.0
3580,NE,2020-12-19,0,1.0
3581,NE,2020-12-19,1,1.0
3582,NE,2020-12-19,2,1.0
3583,NE,2020-12-19,3,1.0
3584,NV,2020-05-16,0,1.0
3585,NV,2020-05-16,1,1.0
3586,NV,2020-05-16,2,1.0
3587,NV,2020-05-16,3,1.0
3588,NV,2020-05-23,0,1.0
3589,NV,2020-05-23,1,1.0
3590,NV,2020-05-23,2,1.0
3591,NV,2020-05-23,3,1.0
3592,NV,2020-05-30,0,1.0
3593,NV,2020-05-30,1,1.0
3594,NV,2020-05-30,2,1.0
3595,NV,2020-05-30,3,1.0
3596,NV,2020-06-06,0,1.0
3597,NV,2020-06-06,1,1.0
3598,NV,2020-06-06,2,1.0
3599,NV,2020-06-06,3,1.0
3600,NV,2020-06-13,0,1.0
3601,NV,2020-06-13,1,0.0
3602,NV,2020-06-13,2,1.0
3603,NV,2020-06-13,3,1.0
3604,NV,2020-06-20,0,0.0
3605,NV,2020-06-20,1,1.0
3606,NV,2020-06-20,2,1.0
3607,NV,2020-06-20,3,1.0
3608,NV,2020-06-27,0,1.0
3609,NV,2020-06-27,1,1.0
3610,NV,2020-06-27,2,1.0
3611,NV,2020-06-27,3,1.0
3612,NV,2020-07-04,0,1.0
3613,NV,2020-07-04,1,1.0
3614,NV,2020-07-04,2,1.0
3615,NV,2020-07-04,3,1.0
3616,NV,2020-07-11,0,1.0
3617,NV,2020-07-11,1,1.0
3618,NV,2020-07-11,2,1.0
3619,NV,2020-07-11,3,1.0
3620,NV,2020-07-18,0,1.0
3621,NV,2020-07-18,1,1.0
3622,NV,2020-07-18,2,1.0
3623,NV,2020-07-18,3,1.0
3624,NV,2020-07-25,0,1.0
3625,NV,2020-07-25,1,1.0
3626,NV,2020-07-25,2,1.0
3627,NV,2020-07-25,3,1.0
3628,NV,2020-08-01,0,1.0
3629,NV,2020-08-01,1,1.0
3630,NV,2020-08-01,2,1.0
3631,NV,2020-08-01,3,1.0
3632,NV,2020-08-08,0,1.0
3633,NV,2020-08-08,1,1.0
3634,NV,2020-08-08,2,1.0
3635,NV,2020-08-08,3,1.0
3636,NV,2020-08-15,0,1.0
3637,NV,2020-08-15,1,1.0
3638,NV,2020-08-15,2,1.0
3639,NV,2020-08-15,3,1.0
3640,NV,2020-08-22,0,1.0
3641,NV,2020-08-22,1,1.0
3642,NV,2020-08-22,2,1.0
3643,NV,2020-08-22,3,1.0
3644,NV,2020-08-29,0,1.0
3645,NV,2020-08-29,1,1.0
3646,NV,2020-08-29,2,1.0
3647,NV,2020-08-29,3,1.0
3648,NV,2020-09-05,0,1.0
3649,NV,2020-09-05,1,1.0
3650,NV,2020-09-05,2,1.0
3651,NV,2020-09-05,3,1.0
3652,NV,2020-09-12,0,1.0
3653,NV,2020-09-12,1,1.0
3654,NV,2020-09-12,2,1.0
3655,NV,2020-09-12,3,1.0
3656,NV,2020-09-19,0,1.0
3657,NV,2020-09-19,1,1.0
3658,NV,2020-09-19,2,1.0
3659,NV,2020-09-19,3,1.0
3660,NV,2020-09-26,0,1.0
3661,NV,2020-09-26,1,1.0
3662,NV,2020-09-26,2,1.0
3663,NV,2020-09-26,3,1.0
3664,NV,2020-10-03,0,1.0
3665,NV,2020-10-03,1,1.0
3666,NV,2020-10-03,2,1.0
3667,NV,2020-10-03,3,1.0
3668,NV,2020-10-10,0,1.0
3669,NV,2020-10-10,1,1.0
3670,NV,2020-10-10,2,1.0
3671,NV,2020-10-10,3,1.0
3672,NV,2020-10-17,0,1.0
3673,NV,2020-10-17,1,1.0
3674,NV,2020-10-17,2,1.0
3675,NV,2020-10-17,3,1.0
3676,NV,2020-10-24,0,1.0
3677,NV,2020-10-24,1,1.0
3678,NV,2020-10-24,2,1.0
3679,NV,2020-10-24,3,1.0
3680,NV,2020-10-31,0,1.0
3681,NV,2020-10-31,1,1.0
3682,NV,2020-10-31,2,1.0
3683,NV,2020-10-31,3,1.0
3684,NV,2020-11-07,0,1.0
3685,NV,2020-11-07,1,1.0
3686,NV,2020-11-07,2,1.0
3687,NV,2020-11-07,3,1.0
3688,NV,2020-11-14,0,1.0
3689,NV,2020-11-14,1,1.0
3690,NV,2020-11-14,2,1.0
3691,NV,2020-11-14,3,1.0
3692,NV,2020-11-21,0,1.0
3693,NV,2020-11-21,1,1.0
3694,NV,2020-11-21,2,1.0
3695,NV,2020-11-21,3,1.0
3696,NV,2020-11-28,0,1.0
3697,NV,2020-11-28,1,1.0
3698,NV,2020-11-28,2,1.0
3699,NV,2020-11-28,3,1.0
3700,NV,2020-12-05,0,1.0
3701,NV,2020-12-05,1,1.0
3702,NV,2020-12-05,2,1.0
3703,NV,2020-12-05,3,1.0
3704,NV,2020-12-12,0,1.0
3705,NV,2020-12-12,1,1.0
3706,NV,2020-12-12,2,1.0
3707,NV,2020-12-12,3,1.0
3708,NV,2020-12-19,0,1.0
3709,NV,2020-12-19,1,1.0
3710,NV,2020-12-19,2,1.0
3711,NV,2020-12-19,3,1.0
3712,NH,2020-05-16,0,1.0
3713,NH,2020-05-16,1,1.0
3714,NH,2020-05-16,2,1.0
3715,NH,2020-05-16,3,1.0
3716,NH,2020-05-23,0,1.0
3717,NH,2020-05-23,1,1.0
3718,NH,2020-05-23,2,1.0
3719,NH,2020-05-23,3,1.0
3720,NH,2020-05-30,0,1.0
3721,NH,2020-05-30,1,1.0
